Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:PPE,"Peoplein Limited (ASX:PPE)",https://www.listcorp.com/asx/ppe/peoplein-limited,"	305086000",3.47,0.28,8.78,Industrials
ASX:C79,"Chrysos Corporation Limited (ASX:C79)",https://www.listcorp.com/asx/c79/chrysos-corporation-limited,"	304163000",5.17,0.07,1.37,Unclassified
ASX:RSG,"Resolute Mining Limited (ASX:RSG)",https://www.listcorp.com/asx/rsg/resolute-mining,"	303581000",0.28,0.01,1.82,Materials
ASX:FZO,"Family Zone Cyber Safety (ASX:FZO)",https://www.listcorp.com/asx/fzo/family-zone-cyber-safety,"	300001000",0.375,0.01,2.74,"Information Technology"
ASX:RAC,"Race Oncology Limited (ASX:RAC)",https://www.listcorp.com/asx/rac/race-oncology-limited,"	299897000",1.8,-0.08,-4.26,"Health Care"
ASX:NXL,"Nuix Limited (ASX:NXL)",https://www.listcorp.com/asx/nxl/nuix-limited,"	299862000",0.97,0.03,2.65,"Information Technology"
ASX:FSF,"Fonterra Shareholders Fund (ASX:FSF)",https://www.listcorp.com/asx/fsf/fonterra-shareholders,"	298620000",2.74,-0.04,-1.44,"Consumer Staples"
ASX:ABA,"Auswide Bank Ltd (ASX:ABA)",https://www.listcorp.com/asx/aba/auswide-bank,"	298317000",6.84,0.00,0,Financials
ASX:UOS,"United Overseas Australia Limited (ASX:UOS)",https://www.listcorp.com/asx/uos/united-overseas-australia,"	297168000",0.6,0.00,0,"Real Estate"
ASX:NPR,"Newmark Property REIT (ASX:NPR)",https://www.listcorp.com/asx/npr/newmark-property-reit,"	296087000",1.61,-0.02,-1.23,"Real Estate"
ASX:CGS,"CogState Limited (ASX:CGS)",https://www.listcorp.com/asx/cgs/cogstate,"	294670000",1.68,-0.02,-1.18,"Health Care"
ASX:BBOZ,"BetaShares Australian Equities Strong Bear Hedge Fund (ASX:BBOZ)",https://www.listcorp.com/asx/bboz/betashares-australian-equities-strong-bear-hedge-fund,"	291078000",4.03,-0.09,-2.18,Financials
ASX:AZL,"Arizona Lithium Limited (ASX:AZL)",https://www.listcorp.com/asx/azl/arizona-lithium-limited,"	290254000",0.13,0.00,0,Materials
ASX:SPL,"Starpharma Holdings Limited (ASX:SPL)",https://www.listcorp.com/asx/spl/starpharma-holdings,"	287953000",0.725,0.02,2.84,"Health Care"
ASX:AVR,"Anteris Technologies Ltd (ASX:AVR)",https://www.listcorp.com/asx/avr/anteris-technologies-ltd,"	287346000",20.95,0.03,0.14,"Health Care"
ASX:WAX,"WAM Research Limited (ASX:WAX)",https://www.listcorp.com/asx/wax/wam-research,"	285176000",1.44,0.00,0,Financials
ASX:ARX,"Aroa Biosurgery Limited (ASX:ARX)",https://www.listcorp.com/asx/arx/aroa-biosurgery-limited,"	281034000",0.77,-0.05,-6.1,"Health Care"
ASX:EOS,"Electro Optic Systems Holdings Limited (ASX:EOS)",https://www.listcorp.com/asx/eos/electro-optic-systems-holdings-limited,"	280700000",1.91,0.05,2.69,Industrials
ASX:NCZ,"New Century Resources Limited (ASX:NCZ)",https://www.listcorp.com/asx/ncz/new-century-resources-limited,"	280320000",2.22,0.08,3.74,Materials
ASX:PAR,"Paradigm Biopharmaceuticals Limited (ASX:PAR)",https://www.listcorp.com/asx/par/paradigm-biopharmaceuticals-limited,"	279943000",1.285,0.05,4.47,"Health Care"
ASX:TRA,"Turners Automotive Group (ASX:TRA)",https://www.listcorp.com/asx/tra/turners-automotive-group,"	279725000",3.25,0.00,0,"Consumer Discretionary"
ASX:VGI,"VGI Partners Limited (ASX:VGI)",https://www.listcorp.com/asx/vgi/vgi-partners-limited,"	279197000",4.02,0.06,1.52,Financials
ASX:SLX,"Silex Systems Limited (ASX:SLX)",https://www.listcorp.com/asx/slx/silex-systems-limited,"	276541000",1.4975,0.15,10.93,"Information Technology"
ASX:ELO,"ELMO Software Limited (ASX:ELO)",https://www.listcorp.com/asx/elo/elmo-software-limited,"	274853000",3.14,0.09,2.95,"Information Technology"
ASX:TIG,"Tigers Realm Coal Limited (ASX:TIG)",https://www.listcorp.com/asx/tig/tigers-realm-coal-limited,"	274401000",0.022,0.00,4.76,Materials
ASX:CDM,"Cadence Capital Limited (ASX:CDM)",https://www.listcorp.com/asx/cdm/cadence-capital,"	273959000",0.915,-0.00,-0.54,Financials
ASX:AIS,"Aeris Resources Limited (ASX:AIS)",https://www.listcorp.com/asx/ais/aeris-resources-limited,"	272609000",0.089,0.00,4.71,Materials
ASX:SRG,"SRG Global Limited (ASX:SRG)",https://www.listcorp.com/asx/srg/srg-global-limited,"	271936000",0.615,0.01,0.82,Industrials
ASX:GDG,"Generation Development Group Limited (ASX:GDG)",https://www.listcorp.com/asx/gdg/generation-development-group,"	271619000",1.46,0.00,0,Financials
ASX:DYL,"Deep Yellow Limited (ASX:DYL)",https://www.listcorp.com/asx/dyl/deep-yellow-limited,"	271039000",0.74,0.04,5.71,Energy
ASX:BTH,"Bigtincan Holdings Limited (ASX:BTH)",https://www.listcorp.com/asx/bth/bigtincan-holdings-limited,"	270652000",0.495,0.00,1.02,"Information Technology"
ASX:SRL,"Sunrise Energy Metals Limited (ASX:SRL)",https://www.listcorp.com/asx/srl/sunrise-energy-metals-limited,"	270174000",2.97,-0.03,-1,Materials
ASX:MME,"MoneyMe Limited (ASX:MME)",https://www.listcorp.com/asx/mme/moneyme-limited,"	268767000",1.135,0.00,0.44,Financials
ASX:LGL,"Lynch Group Holdings Limited (ASX:LGL)",https://www.listcorp.com/asx/lgl/lynch-group-holdings-limited,"	267325000",2.14,-0.05,-2.28,"Consumer Staples"
ASX:PYC,"PYC Therapeutics (ASX:PYC)",https://www.listcorp.com/asx/pyc/pyc-therapeutics,"	267198000",0.089,0.00,5.95,"Health Care"
ASX:BRL,"Bathurst Resources Limited (ASX:BRL)",https://www.listcorp.com/asx/brl/bathurst-resources,"	262163000",1.495,0.12,9.12,Materials
ASX:RBL,"Redbubble Limited (ASX:RBL)",https://www.listcorp.com/asx/rbl/redbubble-limited,"	262124000",0.96,0.01,1.05,"Consumer Discretionary"
ASX:EGG,"Enero Group Limited (ASX:EGG)",https://www.listcorp.com/asx/egg/enero-group-limited,"	261494000",2.96,-0.01,-0.34,"Communication Services"
ASX:MYD,"MyDeal.com.au Limited (ASX:MYD)",https://www.listcorp.com/asx/myd/mydeal.com.au-limited,"	261416000",1.015,0.01,0.5,"Consumer Discretionary"
ASX:PDI,"Predictive Discovery Limited (ASX:PDI)",https://www.listcorp.com/asx/pdi/predictive-discovery-limited,"	261225000",0.195,0.00,2.63,Materials
ASX:HE8,"Helios Energy Limited (ASX:HE8)",https://www.listcorp.com/asx/he8/helios-energy-limited,"	260405000",0.1,0.00,0,Energy
ASX:KSL,"Kina Securities Limited (ASX:KSL)",https://www.listcorp.com/asx/ksl/kina-securities-limited,"	255373000",0.875,-0.02,-1.69,Financials
ASX:PSQ,"Pacific Smiles Group Limited (ASX:PSQ)",https://www.listcorp.com/asx/psq/pacific-smiles-group,"	255331000",1.6,0.00,0,"Health Care"
ASX:NEW,"New Energy Solar Limited (ASX:NEW)",https://www.listcorp.com/asx/new/new-energy-solar-limited,"	254867000",0.795,0.00,0,Utilities
ASX:LOT,"Lotus Resources Limited (ASX:LOT)",https://www.listcorp.com/asx/lot/lotus-resources-limited,"	254499000",0.275,0.02,5.77,Materials
ASX:PIA,"Pengana International Equities Limited (ASX:PIA)",https://www.listcorp.com/asx/pia/pengana-international-equities-limited,"	254453000",0.99,-0.00,-0.5,Financials
ASX:SFC,"Schaffer Corporation Limited (ASX:SFC)",https://www.listcorp.com/asx/sfc/schaffer-corporation-limited,"	253864000",18.6,-0.01,-0.05,"Consumer Discretionary"
ASX:CVC,"CVC Limited (ASX:CVC)",https://www.listcorp.com/asx/cvc/cvc-limited,"	253508000",2.17,0.00,0,Financials
ASX:COB,"Cobalt Blue Holdings Limited (ASX:COB)",https://www.listcorp.com/asx/cob/cobalt-blue-holdings-limited,"	253438000",0.825,0.03,4.43,Materials
ASX:SO4,"Salt Lake Potash Limited (ASX:SO4)",https://www.listcorp.com/asx/so4/salt-lake-potash-limited,"	253107000",0.31,0.00,0,Materials
ASX:MLD,"MACA Limited (ASX:MLD)",https://www.listcorp.com/asx/mld/maca,"	251157000",0.74,0.00,0.68,Materials
ASX:RHY,"Rhythm Biosciences Limited (ASX:RHY)",https://www.listcorp.com/asx/rhy/rhythm-biosciences-limited,"	250475000",1.215,0.05,3.85,"Health Care"
ASX:QPM,"Queensland Pacific Metals Limited (ASX:QPM)",https://www.listcorp.com/asx/qpm/queensland-pacific-metals-limited,"	250178000",0.1575,-0.00,-1.56,Materials
ASX:SVM,"Sovereign Metals Limited (ASX:SVM)",https://www.listcorp.com/asx/svm/sovereign-metals-limited,"	250172000",0.56,0.02,3.7,Materials
ASX:LRK,"Lark Distilling Co. Ltd (ASX:LRK)",https://www.listcorp.com/asx/lrk/lark-distilling-co,"	249264000",3.17,-0.14,-4.23,"Consumer Staples"
ASX:WGN,"Wagners Holding Company (ASX:WGN)",https://www.listcorp.com/asx/wgn/wagners-holding-company,"	248595000",1.365,0.04,3.02,Materials
ASX:IGL,"IVE Group Limited (ASX:IGL)",https://www.listcorp.com/asx/igl/ive-group-limited,"	247553000",1.71,-0.02,-0.87,"Communication Services"
ASX:SVL,"Silver Mines Limited (ASX:SVL)",https://www.listcorp.com/asx/svl/silver-mines-limited,"	245448000",0.1925,0.00,1.32,Materials
ASX:DUB,"Dubber Corporation Limited (ASX:DUB)",https://www.listcorp.com/asx/dub/dubber-corporation,"	243920000",0.775,-0.03,-3.13,"Information Technology"
ASX:APZ,"Aspen Group (ASX:APZ)",https://www.listcorp.com/asx/apz/aspen-group,"	243418000",1.585,0.02,0.96,"Real Estate"
ASX:MRM,"MMA Offshore Limited (ASX:MRM)",https://www.listcorp.com/asx/mrm/mma-offshore-limited,"	240750000",0.66,-0.01,-1.49,Energy
ASX:GL1,"Global Lithium Resources Limited (ASX:GL1)",https://www.listcorp.com/asx/gl1/global-lithium-resources,"	240428000",1.62,0.10,6.93,Materials
ASX:OOO,"BetaShares Crude Oil Index ETF-Currency Hedged Synthetic (ASX:OOO)",https://www.listcorp.com/asx/ooo/betashares-crude-oil-index-etf-currency-hedged-synthetic,"	239664000",8.92,0.24,2.76,Financials
ASX:ENN,"Elanor Investors Group (ASX:ENN)",https://www.listcorp.com/asx/enn/elanor-investors,"	239565000",1.965,0.00,0,"Consumer Discretionary"
ASX:BBUS,"Betashares US EQ Strong Bear Hdge Fnd-Crncy Heged (ASX:BBUS)",https://www.listcorp.com/asx/bbus/betashares-us-eq-strong-bear-hdge-fnd-crncy-heged,"	239206000",10.26,-0.46,-4.29,Financials
ASX:MAY,"Melbana Energy Limited (ASX:MAY)",https://www.listcorp.com/asx/may/melbana-energy-limited,"	238790000",0.087,0.01,6.1,Energy
ASX:HZN,"Horizon Oil Limited (ASX:HZN)",https://www.listcorp.com/asx/hzn/horizon-oil-limited,"	236841000",0.1475,-0.00,-1.67,Energy
ASX:PPK,"PPK Group Limited (ASX:PPK)",https://www.listcorp.com/asx/ppk/ppk-group,"	236617000",2.68,0.03,1.13,Industrials
ASX:NWE,"Norwest Energy NL (ASX:NWE)",https://www.listcorp.com/asx/nwe/norwest-energy,"	234765000",0.039,0.00,11.43,Energy
ASX:LYL,"Lycopodium Limited (ASX:LYL)",https://www.listcorp.com/asx/lyl/lycopodium,"	234467000",5.75,-0.15,-2.54,Industrials
ASX:DGO,"DGO Gold Limited (ASX:DGO)",https://www.listcorp.com/asx/dgo/dgo-gold-limited,"	234061000",2.95,0.16,5.73,Materials
ASX:TWR,"Tower Limited (ASX:TWR)",https://www.listcorp.com/asx/twr/tower-limited,"	233383000",0.61,-0.00,-0.81,Financials
ASX:QVE,"QV Equities Limited (ASX:QVE)",https://www.listcorp.com/asx/qve/qv-equities-limited,"	231578000",1.015,0.01,0.5,Financials
ASX:FID,"Fiducian Group Limited (ASX:FID)",https://www.listcorp.com/asx/fid/fiducian-group-limited,"	231361000",7.45,0.10,1.36,Financials
ASX:OGC,"OceanaGold Corporation (ASX:OGC)",https://www.listcorp.com/asx/ogc/oceanagold,"	231320000",3.33,0.04,1.22,Materials
ASX:CEL,"Challenger Exploration (ASX:CEL)",https://www.listcorp.com/asx/cel/challenger-exploration,"	230936000",0.245,0.01,6.52,Materials
ASX:CLV,"Clover Corporation Limited (ASX:CLV)",https://www.listcorp.com/asx/clv/clover-corporation-limited,"	228022000",1.3,-0.07,-5.11,Materials
ASX:AGE,"Alligator Energy Limited (ASX:AGE)",https://www.listcorp.com/asx/age/alligator-energy,"	226436000",0.072,0.00,2.86,Energy
ASX:NZM,"NZME Limited (ASX:NZM)",https://www.listcorp.com/asx/nzm/nzme-limited,"	226374000",1.16,-0.01,-0.43,"Communication Services"
ASX:ERD,"EROAD Limited (ASX:ERD)",https://www.listcorp.com/asx/erd/eroad-limited,"	223695000",2.04,0.02,0.99,"Information Technology"
ASX:KSC,"K & S Corp (ASX:KSC)",https://www.listcorp.com/asx/ksc/k-and-s-corp,"	222561000",1.66,0.00,0,Industrials
ASX:ORR,"Orecorp Limited (ASX:ORR)",https://www.listcorp.com/asx/orr/orecorp,"	221444000",0.555,0.00,0,Materials
ASX:CTT,"Cettire Limited (ASX:CTT)",https://www.listcorp.com/asx/ctt/cettire-limited,"	221118000",0.595,0.02,2.59,"Consumer Discretionary"
ASX:VMY,"Vimy Resources Limited (ASX:VMY)",https://www.listcorp.com/asx/vmy/vimy-resources-limited,"	220123000",0.1975,0.01,3.95,Energy
ASX:RWL,"Rubicon Water Limited (ASX:RWL)",https://www.listcorp.com/asx/rwl/rubicon-water-limited,"	220013000",1.28,0.00,0,"Information Technology"
ASX:AHQ,"Allegiance Coal Limited (ASX:AHQ)",https://www.listcorp.com/asx/ahq/allegiance-coal-limited,"	218299000",0.565,0.00,0.89,Materials
ASX:WQG,"WCM Global Growth (ASX:WQG)",https://www.listcorp.com/asx/wqg/wcm-global-growth,"	217604000",1.195,0.03,2.14,Financials
ASX:GNP,"GenusPlus Group Ltd (ASX:GNP)",https://www.listcorp.com/asx/gnp/genusplus-group-ltd,"	217405000",1.23,0.00,0,Industrials
ASX:VML,"Vital Metals Limited (ASX:VML)",https://www.listcorp.com/asx/vml/vital-metals-limited,"	216865000",0.053,0.00,1.92,Materials
ASX:ZER,"Zeta Resources Ltd (ASX:ZER)",https://www.listcorp.com/asx/zer/zeta-resources,"	214895000",0.38,0.00,0,Materials
ASX:IMA,"Image Resources NL (ASX:IMA)",https://www.listcorp.com/asx/ima/image-resources,"	214403000",0.2,0.00,0,Materials
ASX:RTR,"Rumble Resources Limited (ASX:RTR)",https://www.listcorp.com/asx/rtr/rumble-resources-limited,"	214391000",0.34,-0.01,-1.45,Materials
ASX:RHI,"Red Hill Iron Limited (ASX:RHI)",https://www.listcorp.com/asx/rhi/red-hill-iron,"	213186000",3.22,-0.12,-3.59,Materials
ASX:WMA,"WAM Alternative Assets Limited (ASX:WMA)",https://www.listcorp.com/asx/wma/wam-alternative-assets-limited,"	212986000",1.1,0.01,0.46,Financials
ASX:WOT,"WOTSO Property (ASX:WOT)",https://www.listcorp.com/asx/wot/wotso-property,"	210233000",1.245,-0.05,-3.49,"Real Estate"
ASX:IZZ,"iShares China Large-Cap ETF (ASX:IZZ)",https://www.listcorp.com/asx/izz/ishares-china-large-cap-etf,"	209730000",44.91,1.03,2.35,Financials
ASX:NTU,"Northern Minerals (ASX:NTU)",https://www.listcorp.com/asx/ntu/northern-minerals,"	208963000",0.045,0.00,4.65,Materials
ASX:TBR,"Tribune Resources Ltd (ASX:TBR)",https://www.listcorp.com/asx/tbr/tribune-resources,"	208823000",3.98,0.00,0,Materials
ASX:IJH,"iShares S&P Mid-Cap ETF (ASX:IJH)",https://www.listcorp.com/asx/ijh/ishares-s-and-p-mid-cap-etf,"	208047000",351.01,2.20,0.63,Financials
ASX:GNX,"Genex Power Limited (ASX:GNX)",https://www.listcorp.com/asx/gnx/genex-power-limited,"	207777000",0.15,0.00,0,Utilities
ASX:ARL,"Ardea Resources Limited (ASX:ARL)",https://www.listcorp.com/asx/arl/ardea-resources-limited,"	206231000",1.27,0.06,4.53,Materials
ASX:MVB,"Vaneck Vectors Australian Banks ETF (ASX:MVB)",https://www.listcorp.com/asx/mvb/vaneck-vectors-australian-banks-etf,"	206165000",31.15,0.01,0.03,Financials
ASX:GLB,"Globe International Limited (ASX:GLB)",https://www.listcorp.com/asx/glb/globe-international-limited,"	205246000",5.04,0.09,1.82,"Consumer Discretionary"
ASX:BWX,"BWX Limited (ASX:BWX)",https://www.listcorp.com/asx/bwx/bwx-limited,"	203354000",1.29,0.03,2.38,"Consumer Staples"
ASX:PGC,"Paragon Care Limited (ASX:PGC)",https://www.listcorp.com/asx/pgc/paragon-care,"	202945000",0.3,-0.01,-4.76,"Health Care"
ASX:BTI,"Bailador Technology Investments (ASX:BTI)",https://www.listcorp.com/asx/bti/bailador-technology-investments,"	202315000",1.43,-0.01,-0.35,Financials
ASX:GVF,"Global Value Fund Limited (ASX:GVF)",https://www.listcorp.com/asx/gvf/global-value-fund-limited,"	201243000",1.13,-0.02,-2.16,Financials
ASX:AVJ,"AVJennings (ASX:AVJ)",https://www.listcorp.com/asx/avj/avjennings,"	201084000",0.485,-0.01,-2.02,"Real Estate"
ASX:BRI,"Big River Industries Limited (ASX:BRI)",https://www.listcorp.com/asx/bri/big-river-industries-limited,"	199813000",2.39,-0.04,-1.65,Materials
ASX:FRI,"Finbar Group (ASX:FRI)",https://www.listcorp.com/asx/fri/finbar-group,"	197289000",0.725,0.00,0,"Real Estate"
ASX:ADO,"AnteoTech Ltd (ASX:ADO)",https://www.listcorp.com/asx/ado/anteotech,"	196765000",0.098,-0.00,-1.01,"Health Care"
ASX:MFB,"My Food Bag Group Limited (ASX:MFB)",https://www.listcorp.com/asx/mfb/my-food-bag-group-limited,"	196374000",0.81,0.00,0,"Consumer Staples"
ASX:FEMX,"Fidelity Global Emerging Markets Fund (ASX:FEMX)",https://www.listcorp.com/asx/femx/fidelity-global-emerging-markets-fund,"	195613000",5.9,0.04,0.68,Financials
ASX:BKT,"Black Rock Mining Limited (ASX:BKT)",https://www.listcorp.com/asx/bkt/black-rock-mining-limited,"	195438000",0.2025,0.00,1.25,Materials
ASX:WAR,"WAM Strategic Value Limited (ASX:WAR)",https://www.listcorp.com/asx/war/wam-strategic-value-limited,"	195436000",1.095,0.01,0.92,Financials
ASX:IXR,"Ionic Rare Earths Limited (ASX:IXR)",https://www.listcorp.com/asx/ixr/ionic-rare-earths-limited,"	193630000",0.052,0.00,4,Materials
